Destination.City,Orgin.City,Satisfaction,Airline.Status,Age,Gender,Price.Sensitivity,Year.of.First.Flight,No.of.Flights.p.a.,X..of.Flight.with.other.Airlines,Type.of.Travel,No..of.other.Loyalty.Cards,Shopping.Amount.at.Airport,Eating.and.Drinking.at.Airport,Class,Day.of.Month,Flight.date,Airline.Code,Airline.Name,Origin.State,Destination.State,Scheduled.Departure.Hour,Departure.Delay.in.Minutes,Arrival.Delay.in.Minutes,Flight.cancelled,Flight.time.in.minutes,Flight.Distance,Arrival.Delay.greater.5.Mins,olong,olat,dlong,dlat
"Houston, TX","Las Vegas, NV",5,Silver,44,Male,1,2004,2,10,Business travel,3,50,130,Eco,22,1/22/14,OU,Oursin Airlines Inc.,Nevada,Texas,15,0,0,No,138,1222,no,-115.167218,36.134893,-95.393531,29.784308
"Chicago, IL","Philadelphia, PA",3,Blue,16,Female,2,2004,25,9,Business travel,2,220,70,Eco,10,2/10/14,US,Southeast Airlines Co.,Pennsylvania,Illinois,15,0,0,No,112,678,no,-75.298163,39.973331,-87.895427,41.827126
"Chicago, IL","Milwaukee, WI",3,Blue,57,Male,1,2003,9,1,Business travel,1,15,90,Eco,7,3/7/14,OO,Northwest Business Airlines Inc.,Wisconsin,Illinois,9,9,6,No,19,67,yes,-88.100492,43.055654,-87.895427,41.827126
"Atlanta, GA","Minneapolis, MN",3,Blue,26,Female,1,2006,16,12,Personal Travel,1,0,0,Eco,6,2/6/14,DL,Sigma Airlines Inc.,Minnesota,Georgia,13,0,0,No,125,907,no,-93.2798,44.978156,-84.331858,33.824102
"Miami, FL","Boston, MA",5,Silver,49,Male,2,2011,36,6,Business travel,1,0,90,Eco,2,2/2/14,AA,Paul Smith Airlines Inc.,Massachusetts,Florida,6,0,0,No,185,1258,no,-71.140708,42.373132,-80.231428,26.175616
"Houston, TX","Milwaukee, WI",4,Blue,47,Male,2,2003,2,3,Business travel,2,0,0,Eco,13,2/13/14,EV,FlyFast Airways Inc.,Wisconsin,Texas,5,2,0,No,137,984,no,-88.100492,43.055654,-95.393531,29.784308
"Orlando, FL","Syracuse, NY",2,Blue,69,Male,1,2004,54,7,Personal Travel,0,0,150,Eco,13,2/13/14,B6,OnlyJets Airlines Inc.,New York,Florida,15,11,15,No,144,1053,yes,-76.164008,43.090425,-81.411184,28.584434
"Detroit, MI","Bangor, ME",3,Blue,34,Female,1,2004,8,2,Business travel,1,0,50,Eco,26,1/26/14,EV,FlyFast Airways Inc.,Maine,Michigan,6,0,141,No,119,750,yes,-68.748807,44.834066,-83.227554,42.490005
"Tampa, FL","Atlanta, GA",5,Silver,47,Male,2,2006,22,3,Mileage tickets,0,0,120,Eco,5,3/5/14,DL,Sigma Airlines Inc.,Georgia,Florida,16,5,0,No,59,406,no,-84.331858,33.824102,-82.513188,28.006247
"Dallas, TX","El Paso, TX",5,Silver,39,Female,1,2008,25,16,Business travel,2,60,90,Eco,24,2/24/14,WN,Cheapseats Airlines Inc.,Texas,Texas,8,0,0,No,78,562,no,-106.389031,31.780239,-96.972001,32.812727
"Houston, TX","Colorado Springs, CO",4,Blue,39,Male,1,2003,15,7,Business travel,0,0,60,Eco,13,3/13/14,EV,FlyFast Airways Inc.,Colorado,Texas,14,1,0,No,103,809,no,-104.77064,38.872952,-95.393531,29.784308
"Baltimore, MD","Cleveland, OH",4,Blue,51,Male,2,2007,6,5,Mileage tickets,3,90,20,Eco,24,2/24/14,WN,Cheapseats Airlines Inc.,Ohio,Maryland,7,0,0,No,50,314,no,-81.605443,41.443638,-76.64776,39.234099
"Houston, TX","Memphis, TN",2,Blue,63,Male,2,2006,19,8,Business travel,0,0,114,Business,15,3/15/14,EV,FlyFast Airways Inc.,Tennessee,Texas,12,0,10,No,96,468,yes,-89.917857,35.095071,-95.393531,29.784308
"Myrtle Beach, SC","Atlanta, GA",4,Silver,64,Female,1,2008,21,6,Personal Travel,0,75,85,Eco,18,3/18/14,EV,FlyFast Airways Inc.,Georgia,South Carolina,9,8,0,No,47,317,no,-84.331858,33.824102,-78.850528,33.763703
"Orlando, FL","New York, NY",3,Gold,74,Female,1,2009,27,9,Mileage tickets,0,0,123,Eco,7,3/7/14,B6,OnlyJets Airlines Inc.,New York,Florida,6,20,35,No,150,944,yes,-73.970221,40.718357,-81.411184,28.584434
"Milwaukee, WI","Atlanta, GA",4,Blue,40,Female,1,2003,10,16,Business travel,3,0,60,Eco,3,1/3/14,FL,FlyHere Airways,Georgia,Wisconsin,14,28,32,No,97,669,yes,-84.331858,33.824102,-88.100492,43.055654
"Salt Lake City, UT","Spokane, WA",2,Blue,15,Male,1,2005,48,3,Personal Travel,3,0,150,Eco,17,3/17/14,DL,Sigma Airlines Inc.,Washington,Utah,12,0,2,No,78,546,no,-117.352257,47.68043,-111.929515,40.640838
"Baltimore, MD","Little Rock, AR",3,Blue,45,Male,1,2011,17,8,Business travel,0,0,80,Eco,18,1/18/14,WN,Cheapseats Airlines Inc.,Arkansas,Maryland,15,2,0,No,108,912,no,-92.321221,34.756564,-76.64776,39.234099
"San Antonio, TX","Denver, CO",3,Blue,32,Female,2,2010,22,11,Business travel,1,0,60,Eco,13,3/13/14,WN,Cheapseats Airlines Inc.,Colorado,Texas,10,24,15,No,103,794,yes,-104.955096,39.710774,-98.475376,29.514399
"Philadelphia, PA","Boston, MA",3,Blue,61,Female,0,2003,31,4,Business travel,0,327,70,Eco,13,2/13/14,US,Southeast Airlines Co.,Massachusetts,Pennsylvania,20,9,45,No,66,280,yes,-71.140708,42.373132,-75.298163,39.973331
"Orlando, FL","Washington, DC",2,Platinum,36,Female,1,2003,3,20,Business travel,3,0,0,Eco,23,3/23/14,B6,OnlyJets Airlines Inc.,Virginia,Florida,7,0,0,No,110,759,no,-77.18974,38.897394,-81.411184,28.584434
"New York, NY","Eagle, CO",4,Silver,30,Female,2,2007,49,8,Business travel,1,0,10,Eco,31,3/31/14,AA,Paul Smith Airlines Inc.,Colorado,New York,9,0,0,No,215,1746,no,-106.826253,39.644579,-73.970221,40.718357
"Charlotte, NC","Charleston, SC",4,Gold,54,Male,0,2012,6,18,Business travel,1,30,73,Eco,3,1/3/14,US,Southeast Airlines Co.,South Carolina,North Carolina,11,0,0,No,40,168,no,-80.015543,32.902255,-80.815826,35.249654
"Atlanta, GA","Miami, FL",2,Blue,54,Female,1,2004,0,5,Business travel,1,0,20,Eco Plus,17,2/17/14,MQ,EnjoyFlying Air Services,Florida,Georgia,17,0,0,No,95,594,no,-80.231428,26.175616,-84.331858,33.824102
"San Francisco, CA","Charlotte, NC",3,Silver,78,Male,1,2012,37,2,Personal Travel,0,0,90,Eco,28,2/28/14,US,Southeast Airlines Co.,North Carolina,California,9,0,9,No,337,2296,yes,-80.815826,35.249654,-122.383287,37.754645
"Duluth, MN","Chicago, IL",4,Gold,37,Female,1,2008,3,36,Business travel,2,240,60,Eco,4,3/4/14,OO,Northwest Business Airlines Inc.,Illinois,Minnesota,8,0,0,No,67,397,no,-87.895427,41.827126,-92.12902,46.765574
"San Francisco, CA","Portland, OR",4,Blue,35,Female,1,2009,16,1,Business travel,0,5,115,Eco,10,1/10/14,VX,Cool&Young Airlines Inc.,Oregon,California,11,31,33,No,83,550,yes,-122.651087,45.520404,-122.383287,37.754645
"Baltimore, MD","Providence, RI",4,Blue,21,Male,2,2009,19,9,Mileage tickets,0,0,20,Eco,26,3/26/14,WN,Cheapseats Airlines Inc.,Rhode Island,Maryland,13,0,0,No,56,327,no,-71.397401,41.776323,-76.64776,39.234099
"Atlanta, GA","Chicago, IL",3,Silver,62,Male,1,2010,22,10,Business travel,0,0,95,Eco,18,2/18/14,MQ,EnjoyFlying Air Services,Illinois,Georgia,17,NA,NA,Yes,NA,606,no,-87.895427,41.827126,-84.331858,33.824102
"Boston, MA","Baltimore, MD",4,Silver,75,Female,2,2006,37,1,Personal Travel,0,1,20,Eco,20,3/20/14,B6,OnlyJets Airlines Inc.,Maryland,Massachusetts,17,0,0,No,60,369,no,-76.64776,39.234099,-71.140708,42.373132
"New York, NY","Detroit, MI",3,Blue,74,Female,1,2004,37,4,Personal Travel,0,0,60,Eco,23,1/23/14,MQ,EnjoyFlying Air Services,Michigan,New York,11,0,0,No,72,502,no,-83.227554,42.490005,-73.970221,40.718357
"Atlanta, GA","Omaha, NE",3,Blue,53,Female,2,2010,35,6,Personal Travel,0,0,30,Eco Plus,29,1/29/14,DL,Sigma Airlines Inc.,Nebraska,Georgia,7,2,0,No,102,821,no,-96.034641,41.234859,-84.331858,33.824102
"Atlanta, GA","Philadelphia, PA",2,Gold,66,Female,2,2006,18,5,Personal Travel,0,0,35,Eco,9,1/9/14,DL,Sigma Airlines Inc.,Pennsylvania,Georgia,10,0,13,No,118,666,yes,-75.298163,39.973331,-84.331858,33.824102
"Boston, MA","Atlanta, GA",4,Blue,44,Male,2,2006,0,10,Business travel,0,0,45,Eco,27,1/27/14,DL,Sigma Airlines Inc.,Georgia,Massachusetts,8,0,0,No,106,946,no,-84.331858,33.824102,-71.140708,42.373132
"San Diego, CA","Denver, CO",2,Blue,62,Male,1,2010,21,7,Business travel,0,20,60,Eco,9,3/9/14,F9,GoingNorth Airlines Inc.,Colorado,California,13,0,0,No,106,853,no,-104.955096,39.710774,-117.128799,32.928728
"Charlotte, NC","Los Angeles, CA",2,Blue,48,Male,2,2007,14,10,Business travel,2,0,60,Eco,1,2/1/14,US,Southeast Airlines Co.,California,North Carolina,9,0,0,No,221,2125,no,-118.104332,33.982668,-80.815826,35.249654
"Houston, TX","New York, NY",2,Gold,77,Female,1,2006,8,8,Personal Travel,0,0,95,Eco,2,1/2/14,OU,Oursin Airlines Inc.,New York,Texas,17,201,216,No,220,1416,yes,-73.970221,40.718357,-95.393531,29.784308
"Los Angeles, CA","Denver, CO",2,Blue,46,Female,1,2011,56,2,Personal Travel,0,0,10,Eco,16,2/16/14,F9,GoingNorth Airlines Inc.,Colorado,California,16,0,8,No,137,862,yes,-104.955096,39.710774,-118.104332,33.982668
"Baltimore, MD","Grand Rapids, MI",2,Blue,40,Female,1,2010,4,3,Business travel,0,245,75,Business,13,3/13/14,WN,Cheapseats Airlines Inc.,Michigan,Maryland,6,0,0,No,75,528,no,-85.6686,42.942857,-76.64776,39.234099
"Knoxville, TN","Chicago, IL",4,Silver,80,Female,1,2011,24,7,Mileage tickets,0,20,265,Business,9,3/9/14,EV,FlyFast Airways Inc.,Illinois,Tennessee,15,13,10,No,64,475,yes,-87.895427,41.827126,-84.024448,35.91678
"Los Angeles, CA","Sacramento, CA",4,Silver,64,Female,1,2006,8,7,Business travel,0,23,75,Eco,13,1/13/14,WN,Cheapseats Airlines Inc.,California,California,16,0,0,No,58,373,no,-121.324669,38.638578,-118.104332,33.982668
"Baltimore, MD","Jacksonville, FL",4,Silver,58,Female,1,2012,36,5,Personal Travel,0,45,90,Eco Plus,14,1/14/14,WN,Cheapseats Airlines Inc.,Florida,Maryland,11,0,0,No,76,663,no,-81.64274,30.24014,-76.64776,39.234099
"Orlando, FL","Atlanta, GA",5,Blue,66,Male,2,2011,46,1,Business travel,0,0,120,Eco,27,1/27/14,DL,Sigma Airlines Inc.,Georgia,Florida,14,0,6,No,64,404,yes,-84.331858,33.824102,-81.411184,28.584434
"Los Angeles, CA","Orlando, FL",5,Platinum,59,Female,2,2006,23,5,Business travel,0,0,50,Eco,31,1/31/14,AA,Paul Smith Airlines Inc.,Florida,California,16,2,6,No,316,2218,yes,-81.411184,28.584434,-118.104332,33.982668
"Little Rock, AR","Houston, TX",2,Blue,28,Female,1,2009,10,26,Business travel,3,82,40,Eco,27,1/27/14,EV,FlyFast Airways Inc.,Texas,Arkansas,20,NA,NA,Yes,NA,374,no,-95.393531,29.784308,-92.321221,34.756564
"Denver, CO","Salt Lake City, UT",5,Platinum,49,Male,1,2006,12,3,Personal Travel,1,0,90,Eco,12,1/12/14,F9,GoingNorth Airlines Inc.,Utah,Colorado,18,13,6,No,58,391,yes,-111.929515,40.640838,-104.955096,39.710774
"Houston, TX","Jacksonville, FL",3,Blue,21,Male,1,2008,36,1,Business travel,1,0,15,Eco,26,2/26/14,WN,Cheapseats Airlines Inc.,Florida,Texas,17,8,12,No,149,816,yes,-81.64274,30.24014,-95.393531,29.784308
"Boston, MA","San Juan, PR",3,Blue,52,Female,2,2008,46,10,Personal Travel,0,0,70,Eco,1,2/1/14,B6,OnlyJets Airlines Inc.,Puerto Rico,Massachusetts,15,20,0,No,222,1674,no,-66.116246,18.288174,-71.140708,42.373132
"Chicago, IL","Cleveland, OH",4,Silver,45,Female,2,2012,4,10,Business travel,0,0,60,Eco,16,1/16/14,WN,Cheapseats Airlines Inc.,Ohio,Illinois,7,0,8,No,74,307,yes,-81.605443,41.443638,-87.895427,41.827126
"Washington, DC","Miami, FL",1,Blue,51,Male,1,2004,31,8,Personal Travel,0,0,30,Eco,25,1/25/14,AA,Paul Smith Airlines Inc.,Florida,Virginia,19,0,0,No,120,919,no,-80.231428,26.175616,-77.18974,38.897394
"Wichita, KS","Atlanta, GA",4,Blue,43,Male,1,2004,16,5,Business travel,1,5,45,Eco,7,2/7/14,EV,FlyFast Airways Inc.,Georgia,Kansas,16,0,0,No,116,782,no,-84.331858,33.824102,-97.327333,37.679735
"Charlotte, NC","Pittsburgh, PA",3,Blue,29,Female,1,2005,22,24,Personal Travel,3,0,135,Eco,12,2/12/14,US,Southeast Airlines Co.,Pennsylvania,North Carolina,13,10,24,No,74,366,yes,-79.951005,40.456961,-80.815826,35.249654
"Chicago, IL","New York, NY",3,Blue,17,Male,3,2011,29,6,Mileage tickets,1,0,30,Eco,10,3/10/14,AA,Paul Smith Airlines Inc.,New York,Illinois,17,2,0,No,130,740,no,-73.970221,40.718357,-87.895427,41.827126
"Chicago, IL","Denver, CO",4,Gold,52,Female,1,2003,12,5,Business travel,1,20,75,Eco,15,3/15/14,OU,Oursin Airlines Inc.,Colorado,Illinois,8,0,0,No,112,888,no,-104.955096,39.710774,-87.895427,41.827126
"Omaha, NE","Atlanta, GA",5,Gold,53,Female,1,2010,29,3,Business travel,0,0,0,Eco,13,1/13/14,EV,FlyFast Airways Inc.,Georgia,Nebraska,8,15,0,No,115,821,no,-84.331858,33.824102,-96.034641,41.234859
"Phoenix, AZ","Houston, TX",3,Blue,16,Female,2,2008,4,6,Business travel,2,10,55,Eco,2,2/2/14,OU,Oursin Airlines Inc.,Texas,Arizona,21,15,2,No,145,1009,no,-95.393531,29.784308,-111.970041,33.494067
"Austin, TX","Denver, CO",3,Blue,17,Male,0,2004,5,1,Mileage tickets,1,0,30,Eco,5,2/5/14,WN,Cheapseats Airlines Inc.,Colorado,Texas,9,14,9,No,104,775,yes,-104.955096,39.710774,-97.761533,30.358514
"Charlotte, NC","Minneapolis, MN",3,Blue,54,Female,1,2009,35,7,Personal Travel,0,10,80,Eco Plus,17,1/17/14,US,Southeast Airlines Co.,Minnesota,North Carolina,5,0,0,No,131,930,no,-93.2798,44.978156,-80.815826,35.249654
"Denver, CO","Sacramento, CA",2,Blue,75,Female,1,2010,46,1,Personal Travel,0,60,50,Eco,24,3/24/14,OU,Oursin Airlines Inc.,California,Colorado,5,19,17,No,123,909,yes,-121.324669,38.638578,-104.955096,39.710774
"San Jose, CA","Chicago, IL",3,Blue,60,Male,1,2004,20,7,Personal Travel,0,0,30,Eco,11,3/11/14,AA,Paul Smith Airlines Inc.,Illinois,California,10,0,0,No,262,1829,no,-87.895427,41.827126,-121.945145,37.329845
"San Diego, CA","Los Angeles, CA",3,Silver,76,Female,2,2004,49,3,Personal Travel,0,0,45,Business,25,1/25/14,OO,Northwest Business Airlines Inc.,California,California,7,0,0,No,33,109,no,-118.104332,33.982668,-117.128799,32.928728
"Houston, TX","Los Angeles, CA",2,Blue,64,Male,2,2012,40,9,Personal Travel,0,0,55,Eco,3,1/3/14,OU,Oursin Airlines Inc.,California,Texas,17,11,4,No,161,1379,no,-118.104332,33.982668,-95.393531,29.784308
"New York, NY","Minneapolis, MN",4,Blue,31,Male,1,2009,15,10,Business travel,5,0,70,Eco,29,3/29/14,DL,Sigma Airlines Inc.,Minnesota,New York,19,0,0,No,129,1020,no,-93.2798,44.978156,-73.970221,40.718357
"Madison, WI","Denver, CO",4,Silver,25,Male,1,2012,36,3,Business travel,0,180,230,Eco,16,3/16/14,OO,Northwest Business Airlines Inc.,Colorado,Wisconsin,12,4,14,No,116,826,yes,-104.955096,39.710774,-89.250087,43.025075
"Los Angeles, CA","San Diego, CA",4,Blue,42,Male,1,2012,21,22,Business travel,2,0,75,Eco,3,3/3/14,OO,Northwest Business Airlines Inc.,California,California,15,0,0,No,23,109,no,-117.128799,32.928728,-118.104332,33.982668
"Lihue, HI","Kahului, HI",4,Blue,31,Male,1,2003,17,1,Business travel,0,80,60,Business,19,3/19/14,HA,West Airways Inc.,Hawaii,Hawaii,10,1,5,No,35,201,no,-156.477892,20.886428,-159.361677,21.975754
"Philadelphia, PA","St. Louis, MO",3,Blue,22,Female,2,2004,19,3,Personal Travel,0,0,90,Eco,26,3/26/14,WN,Cheapseats Airlines Inc.,Missouri,Pennsylvania,11,0,3,No,115,814,no,-90.340926,38.630705,-75.298163,39.973331
"Miami, FL","Philadelphia, PA",4,Silver,47,Female,2,2012,18,12,Business travel,1,0,215,Eco Plus,7,3/7/14,AA,Paul Smith Airlines Inc.,Pennsylvania,Florida,12,6,1,No,148,1013,no,-75.298163,39.973331,-80.231428,26.175616
"Seattle, WA","San Francisco, CA",3,Blue,19,Female,1,2004,21,6,Business travel,2,0,125,Business,7,2/7/14,VX,Cool&Young Airlines Inc.,California,Washington,16,134,132,No,102,679,yes,-122.383287,37.754645,-122.274661,47.468409
"Atlanta, GA","Appleton, WI",3,Blue,25,Female,1,2005,24,19,Personal Travel,1,210,60,Eco,21,2/21/14,EV,FlyFast Airways Inc.,Wisconsin,Georgia,16,0,0,No,105,765,no,-88.411096,44.24668,-84.331858,33.824102
"St. Louis, MO","Orlando, FL",4,Blue,25,Male,1,2006,26,3,Business travel,1,200,90,Eco,21,3/21/14,WN,Cheapseats Airlines Inc.,Florida,Missouri,10,2,5,No,143,882,no,-81.411184,28.584434,-90.340926,38.630705
"Lafayette, LA","Atlanta, GA",5,Silver,54,Male,1,2010,12,6,Business travel,0,0,60,Eco,13,3/13/14,EV,FlyFast Airways Inc.,Georgia,Louisiana,19,0,0,No,75,503,no,-84.331858,33.824102,-92.013463,30.165247
"San Juan, PR","Orlando, FL",2,Blue,15,Male,2,2006,27,8,Business travel,1,0,40,Business,30,1/30/14,B6,OnlyJets Airlines Inc.,Florida,Puerto Rico,17,15,11,No,142,1189,yes,-81.411184,28.584434,-66.116246,18.288174
"Seattle, WA","Philadelphia, PA",3,Blue,34,Female,1,2012,27,11,Mileage tickets,1,0,50,Eco,16,3/16/14,US,Southeast Airlines Co.,Pennsylvania,Washington,17,0,36,No,382,2378,yes,-75.298163,39.973331,-122.274661,47.468409
"Miami, FL","Charlotte, NC",4,Gold,44,Male,2,2009,22,14,Mileage tickets,1,0,50,Eco,27,3/27/14,MQ,EnjoyFlying Air Services,North Carolina,Florida,10,0,0,No,96,650,no,-80.815826,35.249654,-80.231428,26.175616
"Tulsa, OK","Houston, TX",4,Silver,30,Female,2,2011,22,3,Business travel,0,0,30,Eco,19,1/19/14,EV,FlyFast Airways Inc.,Texas,Oklahoma,17,2,3,No,65,429,no,-95.393531,29.784308,-95.901334,36.105449
"Salt Lake City, UT","Las Vegas, NV",4,Blue,47,Female,1,2007,44,3,Business travel,0,0,0,Eco,13,1/13/14,OO,Northwest Business Airlines Inc.,Nevada,Utah,6,0,0,No,65,368,no,-115.167218,36.134893,-111.929515,40.640838
"Tampa, FL","Chicago, IL",3,Blue,17,Female,1,2008,28,8,Business travel,4,0,30,Eco,17,1/17/14,AA,Paul Smith Airlines Inc.,Illinois,Florida,19,42,39,No,124,1012,yes,-87.895427,41.827126,-82.513188,28.006247
"Tampa, FL","Charlotte, NC",2,Gold,80,Female,1,2011,4,2,Personal Travel,0,0,90,Eco Plus,24,1/24/14,US,Southeast Airlines Co.,North Carolina,Florida,19,19,23,No,76,507,yes,-80.815826,35.249654,-82.513188,28.006247
"Boston, MA","Akron, OH",2,Blue,69,Male,2,2007,47,10,Personal Travel,0,15,30,Eco,29,3/29/14,FL,FlyHere Airways,Ohio,Massachusetts,12,0,0,No,75,549,no,-81.491897,41.066225,-71.140708,42.373132
"Dallas, TX","New Orleans, LA",4,Blue,18,Male,1,2012,14,23,Business travel,2,13,165,Eco,1,3/1/14,WN,Cheapseats Airlines Inc.,Louisiana,Texas,11,35,30,No,71,436,yes,-90.143683,29.954653,-96.972001,32.812727
"Portland, ME","Baltimore, MD",3,Silver,80,Female,1,2005,32,6,Personal Travel,0,0,140,Eco Plus,5,3/5/14,WN,Cheapseats Airlines Inc.,Maryland,Maine,21,30,22,No,68,452,yes,-76.64776,39.234099,-70.322088,43.663722
"Milwaukee, WI","Houston, TX",4,Blue,16,Female,1,2007,6,1,Business travel,2,70,45,Eco Plus,29,1/29/14,OO,Northwest Business Airlines Inc.,Texas,Wisconsin,18,12,0,No,126,984,no,-95.393531,29.784308,-88.100492,43.055654
"Shreveport, LA","Houston, TX",2,Blue,80,Female,1,2003,25,10,Personal Travel,0,60,60,Eco,6,3/6/14,EV,FlyFast Airways Inc.,Texas,Louisiana,21,17,15,No,34,192,yes,-95.393531,29.784308,-93.756205,32.487288
"Las Vegas, NV","Salt Lake City, UT",3,Blue,37,Female,2,2007,10,24,Business travel,1,0,40,Eco,23,3/23/14,DL,Sigma Airlines Inc.,Utah,Nevada,8,0,0,No,54,368,no,-111.929515,40.640838,-115.167218,36.134893
"San Juan, PR","Miami, FL",4,Blue,44,Male,1,2003,21,7,Business travel,0,5,105,Eco,7,3/7/14,AA,Paul Smith Airlines Inc.,Florida,Puerto Rico,13,4,0,No,126,1045,no,-80.231428,26.175616,-66.116246,18.288174
"San Francisco, CA","Sacramento, CA",5,Gold,32,Male,1,2012,8,13,Business travel,1,0,73,Eco,12,3/12/14,OO,Northwest Business Airlines Inc.,California,California,5,0,14,No,49,86,yes,-121.324669,38.638578,-122.383287,37.754645
"Reno, NV","Los Angeles, CA",4,Blue,30,Female,1,2009,12,8,Business travel,0,20,145,Eco,22,3/22/14,OO,Northwest Business Airlines Inc.,California,Nevada,8,0,0,No,61,391,no,-118.104332,33.982668,-119.797255,39.532575
"San Francisco, CA","Seattle, WA",2,Gold,33,Female,2,2010,21,23,Personal Travel,1,0,20,Eco,7,2/7/14,OU,Oursin Airlines Inc.,Washington,California,13,1,24,No,123,679,yes,-122.274661,47.468409,-122.383287,37.754645
"Denver, CO","Atlanta, GA",2,Blue,59,Female,1,2012,43,10,Personal Travel,0,0,130,Eco,23,3/23/14,WN,Cheapseats Airlines Inc.,Georgia,Colorado,10,0,16,No,196,1199,yes,-84.331858,33.824102,-104.955096,39.710774
"Portland, OR","Las Vegas, NV",3,Blue,63,Female,1,2007,32,16,Business travel,1,0,75,Eco,27,1/27/14,WN,Cheapseats Airlines Inc.,Nevada,Oregon,9,4,0,No,125,763,no,-115.167218,36.134893,-122.651087,45.520404
"Kotzebue, AK","Anchorage, AK",3,Silver,45,Male,1,2010,25,27,Business travel,2,0,30,Eco,12,1/12/14,AS,FlyToSun Airlines Inc.,Alaska,Alaska,6,0,0,No,80,548,no,-149.847166,61.167916,-162.587577,66.893907
"Los Angeles, CA","Kahului, HI",5,Platinum,56,Male,1,2003,16,3,Business travel,0,0,25,Eco,7,2/7/14,OU,Oursin Airlines Inc.,Hawaii,California,14,2,0,No,275,2486,no,-156.477892,20.886428,-118.104332,33.982668
"Boston, MA","Charlotte, NC",2,Blue,46,Female,1,2009,15,7,Business travel,1,2,10,Eco,23,3/23/14,US,Southeast Airlines Co.,North Carolina,Massachusetts,9,28,30,No,97,728,yes,-80.815826,35.249654,-71.140708,42.373132
"El Paso, TX","Houston, TX",2,Blue,69,Female,1,2009,35,7,Personal Travel,0,60,50,Eco,11,1/11/14,EV,FlyFast Airways Inc.,Texas,Texas,11,0,0,No,95,667,no,-95.393531,29.784308,-106.389031,31.780239
"Washington, DC","New York, NY",4,Blue,60,Female,1,2008,0,8,Business travel,0,0,135,Eco,7,1/7/14,US,Southeast Airlines Co.,New York,Virginia,14,2,10,No,51,214,yes,-73.970221,40.718357,-77.18974,38.897394
"Denver, CO","Detroit, MI",4,Blue,45,Male,1,2006,24,2,Business travel,1,30,22,Eco,9,2/9/14,DL,Sigma Airlines Inc.,Michigan,Colorado,12,0,8,No,180,1123,yes,-83.227554,42.490005,-104.955096,39.710774
"New York, NY","Los Angeles, CA",4,Blue,21,Male,2,2007,14,5,Business travel,1,30,80,Eco,22,3/22/14,OU,Oursin Airlines Inc.,California,New York,8,0,0,No,270,2475,no,-118.104332,33.982668,-73.970221,40.718357
"Milwaukee, WI","Atlanta, GA",4,Silver,43,Female,1,2007,8,3,Business travel,3,0,30,Eco Plus,2,2/2/14,DL,Sigma Airlines Inc.,Georgia,Wisconsin,19,0,0,No,86,669,no,-84.331858,33.824102,-88.100492,43.055654
"Denver, CO","Columbus, OH",4,Gold,35,Female,1,2010,5,21,Business travel,2,0,80,Eco,11,2/11/14,WN,Cheapseats Airlines Inc.,Ohio,Colorado,10,50,48,No,173,1154,yes,-82.968532,40.021161,-104.955096,39.710774
"Los Angeles, CA","Atlanta, GA",2,Blue,35,Female,3,2005,0,15,Personal Travel,2,0,10,Eco,23,1/23/14,DL,Sigma Airlines Inc.,Georgia,California,12,0,6,No,287,1947,yes,-84.331858,33.824102,-118.104332,33.982668
"Portland, OR","San Francisco, CA",2,Blue,85,Male,1,2009,50,2,Personal Travel,0,0,50,Eco,31,1/31/14,AS,FlyToSun Airlines Inc.,California,Oregon,20,9,14,No,81,550,yes,-122.383287,37.754645,-122.651087,45.520404
"Las Vegas, NV","Columbus, OH",3,Gold,29,Female,2,2006,29,10,Business travel,0,0,120,Eco Plus,17,3/17/14,WN,Cheapseats Airlines Inc.,Ohio,Nevada,6,0,0,No,252,1771,no,-82.968532,40.021161,-115.167218,36.134893
"Kahului, HI","Phoenix, AZ",3,Blue,17,Female,1,2010,17,4,Business travel,2,0,90,Eco,8,2/8/14,US,Southeast Airlines Co.,Arizona,Hawaii,11,11,23,No,386,2845,yes,-111.970041,33.494067,-156.477892,20.886428
"New York, NY","Washington, DC",3,Blue,55,Female,1,2004,16,9,Personal Travel,0,135,70,Eco,2,1/2/14,US,Southeast Airlines Co.,Virginia,New York,11,7,0,No,39,214,no,-77.18974,38.897394,-73.970221,40.718357
"Austin, TX","Dallas, TX",2,Blue,56,Female,2,2010,45,6,Personal Travel,0,0,5,Eco,21,3/21/14,WN,Cheapseats Airlines Inc.,Texas,Texas,12,58,63,No,35,189,yes,-96.972001,32.812727,-97.761533,30.358514
"Tampa, FL","Washington, DC",4,Blue,34,Male,1,2003,0,8,Business travel,1,60,90,Eco,23,2/23/14,US,Southeast Airlines Co.,Virginia,Florida,16,0,14,No,136,814,yes,-77.18974,38.897394,-82.513188,28.006247
"Seattle, WA","San Francisco, CA",4,Blue,32,Female,2,2009,30,4,Business travel,0,95,20,Eco,21,3/21/14,AS,FlyToSun Airlines Inc.,California,Washington,10,0,0,No,96,679,no,-122.383287,37.754645,-122.274661,47.468409
"San Luis Obispo, CA","Los Angeles, CA",3,Silver,29,Female,2,2010,28,6,Personal Travel,0,0,90,Eco,29,3/29/14,OO,Northwest Business Airlines Inc.,California,California,18,6,7,No,39,156,yes,-118.104332,33.982668,-120.665546,35.279183
